complaint_id,state,district,latitude,longitude,issue_type,severity,status,date
683,Tamil Nadu,Chennai,13.11188208825817,80.30326295878112,Sewage Leakage,Low,Resolved,2025-09-24
684,Tamil Nadu,Chennai,13.115011734189682,80.29749927681256,Water Supply Issue,Critical,Open,2025-10-01
685,Tamil Nadu,Chennai,13.121111125752229,80.2516242098059,Traffic Congestion,Low,Open,2025-10-14
686,Tamil Nadu,Chennai,13.116912041090528,80.30795416738026,Road Damage,Low,In Progress,2026-01-05
687,Tamil Nadu,Chennai,13.034663433716384,80.29004432081749,Public Transport Issue,Medium,In Progress,2025-10-11
688,Tamil Nadu,Chennai,13.04577808165697,80.24376222240004,Public Transport Issue,Low,Resolved,2025-03-14
689,Tamil Nadu,Chennai,13.110712291100993,80.25175886886895,Road Damage,Low,In Progress,2025-09-15
690,Tamil Nadu,Chennai,13.056226650331345,80.26552130589636,Road Damage,Low,Resolved,2025-11-30
691,Tamil Nadu,Chennai,13.078212192183829,80.31072020587649,Sewage Leakage,Low,Open,2025-11-02
692,Tamil Nadu,Chennai,13.036923211479944,80.29010117428827,Electricity Problem,Medium,In Progress,2025-10-04
693,Tamil Nadu,Chennai,13.045139788064265,80.29284422227877,Sewage Leakage,Critical,Open,2025-07-13
694,Tamil Nadu,Chennai,13.117680777337599,80.24482329174542,Sewage Leakage,High,In Progress,2025-07-04
695,Tamil Nadu,Chennai,13.053036731127442,80.26669142357464,Road Damage,High,Resolved,2025-04-29
696,Tamil Nadu,Chennai,13.040436414734666,80.26938551052591,Public Transport Issue,Critical,Resolved,2025-08-14
697,Tamil Nadu,Chennai,13.035582188497383,80.27793535347058,Road Damage,High,Resolved,2025-07-28
698,Tamil Nadu,Chennai,13.115658361730727,80.25701377818011,Garbage Collection,Medium,In Progress,2025-07-29
699,Tamil Nadu,Chennai,13.115185013009068,80.2383242872927,Road Damage,Critical,Resolved,2026-01-21
700,Tamil Nadu,Chennai,13.078663577369095,80.27956065244973,Streetlight Failure,Medium,Resolved,2025-12-27
701,Tamil Nadu,Chennai,13.123532202010995,80.22940959091085,Sewage Leakage,Low,Open,2025-04-04
702,Tamil Nadu,Chennai,13.07663971972361,80.26860818476845,Traffic Congestion,High,Resolved,2025-08-26
703,Tamil Nadu,Chennai,13.084718854135756,80.31441050604647,Sewage Leakage,Critical,In Progress,2025-08-20
704,Tamil Nadu,Chennai,13.059847526308712,80.22110132797494,Public Transport Issue,High,Resolved,2025-07-26
705,Tamil Nadu,Chennai,13.06082091126614,80.2926467647525,Streetlight Failure,Critical,Resolved,2026-01-03
706,Tamil Nadu,Chennai,13.042110241136724,80.32013185153279,Sewage Leakage,Critical,In Progress,2025-06-04
707,Tamil Nadu,Chennai,13.081847473296799,80.25622508036142,Garbage Collection,Low,Resolved,2025-06-05
708,Tamil Nadu,Chennai,13.076645134431054,80.32036528931476,Sewage Leakage,Medium,In Progress,2025-12-01
709,Tamil Nadu,Chennai,13.06756395172801,80.32047347726177,Streetlight Failure,High,Open,2025-05-03
710,Tamil Nadu,Chennai,13.045527636871888,80.23330312116214,Sewage Leakage,Low,Resolved,2026-01-26
711,Tamil Nadu,Chennai,13.043842826715627,80.316902764916,Sewage Leakage,Low,Open,2025-09-18
712,Tamil Nadu,Chennai,13.084654804132793,80.23402312319271,Streetlight Failure,Low,Open,2025-06-12
713,Tamil Nadu,Chennai,13.084835472031287,80.3091788904271,Electricity Problem,Critical,Open,2025-09-19
714,Tamil Nadu,Chennai,13.0578750880047,80.23389553607609,Streetlight Failure,High,Open,2026-02-14
715,Tamil Nadu,Chennai,13.131050994926031,80.23974255345996,Streetlight Failure,Medium,Resolved,2025-08-08
716,Tamil Nadu,Chennai,13.113325037121923,80.27717519511086,Streetlight Failure,High,Open,2025-09-12
717,Tamil Nadu,Chennai,13.038461483310028,80.2704946770821,Sewage Leakage,Critical,Resolved,2025-11-30
718,Tamil Nadu,Chennai,13.123571413779741,80.22668154215692,Streetlight Failure,Critical,In Progress,2025-09-07
719,Tamil Nadu,Chennai,13.059996672986628,80.29658817754176,Garbage Collection,High,Resolved,2025-08-19
720,Tamil Nadu,Chennai,13.093549433526897,80.2249347162989,Traffic Congestion,Low,Resolved,2026-01-21
721,Tamil Nadu,Chennai,13.121603619242382,80.22518904608819,Electricity Problem,Low,In Progress,2025-04-19
722,Tamil Nadu,Chennai,13.118852102214223,80.30821569817752,Garbage Collection,Low,Open,2025-11-18
723,Tamil Nadu,Chennai,13.129659629107659,80.23126426141907,Road Damage,Low,In Progress,2025-05-29
724,Tamil Nadu,Chennai,13.039616976193463,80.24803612956208,Electricity Problem,High,Open,2025-09-24
725,Tamil Nadu,Chennai,13.109682359367135,80.29669324233416,Road Damage,Critical,In Progress,2025-12-20
726,Tamil Nadu,Chennai,13.076353523185404,80.2948116567122,Water Supply Issue,Low,Open,2025-10-15
727,Tamil Nadu,Chennai,13.106706109767146,80.24217200510463,Garbage Collection,Medium,In Progress,2025-09-21
728,Tamil Nadu,Chennai,13.086651072878059,80.29490634272423,Garbage Collection,Medium,In Progress,2025-07-22
729,Tamil Nadu,Chennai,13.064165824599467,80.27789236019693,Garbage Collection,Medium,Resolved,2025-03-30
730,Tamil Nadu,Chennai,13.062199634402095,80.27739193836717,Sewage Leakage,Medium,Open,2025-08-27
731,Tamil Nadu,Chennai,13.051265007201705,80.28102074992236,Traffic Congestion,Critical,In Progress,2026-02-11
732,Tamil Nadu,Chennai,13.09863773803696,80.26121126321091,Streetlight Failure,Critical,In Progress,2025-10-25
733,Tamil Nadu,Chennai,13.063582325142894,80.30258364527747,Electricity Problem,High,Open,2025-06-23
734,Tamil Nadu,Chennai,13.038640440596916,80.2870494122565,Streetlight Failure,High,Resolved,2025-11-07
735,Tamil Nadu,Chennai,13.114134834403364,80.28980200424805,Traffic Congestion,Medium,Open,2025-03-17
736,Tamil Nadu,Chennai,13.129424282411502,80.2799613466803,Water Supply Issue,Low,Open,2026-01-14
737,Tamil Nadu,Chennai,13.049791506563299,80.30886163160896,Traffic Congestion,Low,In Progress,2025-06-25
738,Tamil Nadu,Chennai,13.051205569403688,80.24223371708196,Garbage Collection,Medium,In Progress,2025-12-23
739,Tamil Nadu,Chennai,13.121413065004093,80.26113054353476,Sewage Leakage,High,Resolved,2026-02-15
740,Tamil Nadu,Chennai,13.091666509159392,80.28409806245747,Garbage Collection,High,In Progress,2025-11-07
741,Tamil Nadu,Chennai,13.035331134032536,80.31313387686338,Garbage Collection,Low,Open,2025-12-06
742,Tamil Nadu,Chennai,13.12785143225194,80.26441056555376,Electricity Problem,Medium,Open,2025-08-03
743,Tamil Nadu,Chennai,13.033558416539632,80.2319554408911,Sewage Leakage,Critical,Resolved,2025-05-08
744,Tamil Nadu,Chennai,13.046868242423656,80.26355173256198,Streetlight Failure,High,In Progress,2025-11-24
745,Tamil Nadu,Chennai,13.100455820322997,80.2518032329343,Garbage Collection,Medium,In Progress,2025-08-04
746,Tamil Nadu,Chennai,13.037161344926341,80.28416526814325,Electricity Problem,Low,Open,2025-06-13
747,Tamil Nadu,Chennai,13.060221013077014,80.23955730032077,Road Damage,Medium,Resolved,2025-11-25
748,Tamil Nadu,Chennai,13.102502533854032,80.23517003661172,Streetlight Failure,Critical,Resolved,2025-08-06
749,Tamil Nadu,Chennai,13.084639209508365,80.31268663708649,Garbage Collection,Critical,Open,2026-02-12
750,Tamil Nadu,Chennai,13.072072876077334,80.2648036729623,Sewage Leakage,Medium,Open,2025-06-21
751,Tamil Nadu,Chennai,13.048655184749391,80.30298155724095,Garbage Collection,Critical,Open,2025-12-23
752,Tamil Nadu,Chennai,13.067069558903809,80.31335903928759,Road Damage,Low,Resolved,2026-02-10
753,Tamil Nadu,Chennai,13.121978858275614,80.29731016485702,Road Damage,Low,Resolved,2025-07-21
754,Tamil Nadu,Chennai,13.104270104466,80.27970863152399,Streetlight Failure,Low,Resolved,2025-05-28
755,Tamil Nadu,Chennai,13.046622790714862,80.25045490141186,Streetlight Failure,High,Open,2025-04-09
756,Tamil Nadu,Chennai,13.08184890465855,80.2323237146204,Streetlight Failure,Medium,Resolved,2025-12-12
757,Tamil Nadu,Chennai,13.070114905961097,80.2817512199948,Water Supply Issue,High,In Progress,2025-03-23
758,Tamil Nadu,Chennai,13.05177762103463,80.23482782940808,Streetlight Failure,Critical,In Progress,2026-02-04
759,Tamil Nadu,Chennai,13.072674836393105,80.28782606832459,Electricity Problem,Critical,Open,2026-03-04
760,Tamil Nadu,Chennai,13.086555089477201,80.25881044621609,Sewage Leakage,Critical,Open,2025-03-17
761,Tamil Nadu,Chennai,13.089163812310344,80.30553473056061,Water Supply Issue,Medium,In Progress,2026-02-24
762,Tamil Nadu,Chennai,13.12310605235573,80.30641007703996,Water Supply Issue,Medium,In Progress,2025-10-20
763,Tamil Nadu,Chennai,13.11559782557067,80.25934902879497,Water Supply Issue,High,In Progress,2026-01-26
764,Tamil Nadu,Chennai,13.034028767393053,80.27960744288964,Public Transport Issue,Critical,Open,2025-07-22
765,Tamil Nadu,Chennai,13.10523038214226,80.30946278446679,Public Transport Issue,Medium,Resolved,2025-06-25
766,Tamil Nadu,Chennai,13.116093575970698,80.29079486591397,Public Transport Issue,Medium,Resolved,2025-10-18
767,Tamil Nadu,Chennai,13.059114902811698,80.27699317242687,Traffic Congestion,High,Resolved,2025-10-06
768,Tamil Nadu,Chennai,13.075686354526255,80.30668990623366,Water Supply Issue,Medium,Resolved,2026-02-25
769,Tamil Nadu,Chennai,13.059039815674518,80.26639329598535,Electricity Problem,High,Resolved,2025-10-04
770,Tamil Nadu,Chennai,13.086074188442225,80.31340434005277,Traffic Congestion,Critical,Open,2025-10-17
771,Tamil Nadu,Chennai,13.10999905522523,80.2494568194346,Sewage Leakage,Medium,Resolved,2025-11-29
772,Tamil Nadu,Chennai,13.114747480975602,80.28821543990365,Public Transport Issue,Critical,In Progress,2025-12-24
773,Tamil Nadu,Chennai,13.055544525335035,80.26484019676994,Electricity Problem,Critical,Resolved,2025-09-05
774,Tamil Nadu,Chennai,13.124716521684125,80.29030525424321,Road Damage,Low,Resolved,2025-06-18
775,Tamil Nadu,Chennai,13.107044970487525,80.2468194240487,Road Damage,Medium,Open,2026-02-01
776,Tamil Nadu,Chennai,13.053487402495584,80.27486057353717,Sewage Leakage,Medium,Open,2025-08-08
777,Tamil Nadu,Chennai,13.073397225692641,80.30076017435864,Water Supply Issue,Low,In Progress,2026-01-31
778,Tamil Nadu,Chennai,13.066546108428618,80.23435770061323,Electricity Problem,Low,Open,2025-07-16
779,Tamil Nadu,Chennai,13.070989522543485,80.2851697710505,Sewage Leakage,High,Resolved,2025-09-09
780,Tamil Nadu,Chennai,13.114143754479377,80.26088464707459,Road Damage,High,In Progress,2025-09-03
781,Tamil Nadu,Chennai,13.08080051797648,80.26495380009959,Streetlight Failure,High,Resolved,2025-06-21
782,Tamil Nadu,Chennai,13.121890931192313,80.2319159302147,Streetlight Failure,Medium,In Progress,2025-08-19
783,Tamil Nadu,Chennai,13.131859013571043,80.27328205996402,Water Supply Issue,Low,Open,2025-06-07
784,Tamil Nadu,Chennai,13.067596781708144,80.28007845382568,Electricity Problem,High,Resolved,2025-12-10
785,Tamil Nadu,Chennai,13.03935852389688,80.31154511623117,Streetlight Failure,Low,Open,2025-07-05
786,Tamil Nadu,Chennai,13.093115049025885,80.30466450371493,Public Transport Issue,Medium,Open,2025-05-25
787,Tamil Nadu,Chennai,13.061966318340176,80.29908765458012,Traffic Congestion,Medium,Open,2025-07-02
788,Tamil Nadu,Chennai,13.107694379730892,80.3049682497655,Traffic Congestion,Critical,Resolved,2025-03-29
789,Tamil Nadu,Chennai,13.052420083153738,80.22181224519524,Garbage Collection,Medium,In Progress,2025-09-24
790,Tamil Nadu,Chennai,13.071290131873317,80.2587923569141,Garbage Collection,Medium,Open,2025-11-20
791,Tamil Nadu,Chennai,13.119316714567404,80.30387193662163,Traffic Congestion,Low,In Progress,2025-05-06
792,Tamil Nadu,Chennai,13.041047858118036,80.31060230038864,Electricity Problem,Critical,Open,2025-11-09
793,Tamil Nadu,Chennai,13.104735211942417,80.31667338628945,Public Transport Issue,Medium,Resolved,2025-06-22
794,Tamil Nadu,Chennai,13.068088787155517,80.22956901007838,Streetlight Failure,Critical,In Progress,2025-07-19
795,Tamil Nadu,Chennai,13.099429855655544,80.30463019190255,Streetlight Failure,Low,Resolved,2026-02-05
796,Tamil Nadu,Coimbatore,11.063041275602778,76.96192843316955,Electricity Problem,High,Open,2025-11-08
797,Tamil Nadu,Coimbatore,10.984714479216903,76.96901959027501,Electricity Problem,Critical,Open,2026-01-10
798,Tamil Nadu,Coimbatore,11.047931308638937,76.96172604341477,Traffic Congestion,Medium,Resolved,2025-09-19
799,Tamil Nadu,Coimbatore,11.038681490039494,77.00202335977062,Road Damage,Medium,In Progress,2025-04-12
800,Tamil Nadu,Coimbatore,11.049892766017974,76.98652717681786,Electricity Problem,Medium,Open,2025-12-07
801,Tamil Nadu,Coimbatore,11.039329218508483,76.97726063514114,Streetlight Failure,Medium,Open,2025-09-23
802,Tamil Nadu,Coimbatore,10.982998130099048,76.913691013885,Water Supply Issue,Low,Resolved,2025-11-06
803,Tamil Nadu,Coimbatore,11.015947110641404,76.98002719330603,Water Supply Issue,Medium,Resolved,2025-12-05
804,Tamil Nadu,Coimbatore,11.02116259653374,76.9250991636453,Electricity Problem,Low,In Progress,2025-12-01
805,Tamil Nadu,Coimbatore,10.968497230924534,76.94213604146255,Water Supply Issue,Critical,Open,2025-10-23
806,Tamil Nadu,Coimbatore,11.022061071847183,76.93724686960194,Public Transport Issue,High,Resolved,2025-12-10
807,Tamil Nadu,Coimbatore,11.024158058099248,76.95042836221184,Garbage Collection,Critical,In Progress,2025-12-06
808,Tamil Nadu,Coimbatore,11.008525201662753,76.93346297297242,Sewage Leakage,High,Open,2025-07-19
809,Tamil Nadu,Coimbatore,11.05618271976065,76.90741618322077,Water Supply Issue,Critical,In Progress,2026-01-27
810,Tamil Nadu,Coimbatore,10.989815938673601,76.99267200570277,Sewage Leakage,Critical,Open,2026-03-07
811,Tamil Nadu,Coimbatore,11.010223334380164,77.00385234098874,Road Damage,Medium,Resolved,2025-08-03
812,Tamil Nadu,Coimbatore,10.977287718844075,76.9942092261309,Electricity Problem,Critical,Resolved,2025-04-08
813,Tamil Nadu,Coimbatore,11.039166980961538,76.97671449960464,Electricity Problem,High,In Progress,2025-10-08
814,Tamil Nadu,Coimbatore,10.999899608271479,76.91332187420689,Streetlight Failure,Medium,Resolved,2025-05-28
815,Tamil Nadu,Coimbatore,10.97842018991738,76.9382500343432,Electricity Problem,Low,In Progress,2025-12-24
816,Tamil Nadu,Coimbatore,10.996841675488248,76.95339333078695,Garbage Collection,Low,Resolved,2025-06-13
817,Tamil Nadu,Coimbatore,11.02387614551759,76.96649852594491,Sewage Leakage,Low,Resolved,2025-03-13
818,Tamil Nadu,Coimbatore,10.988191177317038,76.98374076238618,Water Supply Issue,High,Resolved,2026-02-02
819,Tamil Nadu,Coimbatore,10.995697490090834,76.91051011266629,Road Damage,Medium,Open,2025-09-27
820,Tamil Nadu,Coimbatore,11.0078494242324,76.96474173448014,Water Supply Issue,Medium,Open,2025-04-26
821,Tamil Nadu,Coimbatore,11.013140834601744,76.94305321671611,Sewage Leakage,Critical,Open,2025-04-28
822,Tamil Nadu,Coimbatore,10.975597439301525,76.92663197395909,Public Transport Issue,Critical,Open,2026-01-05
823,Tamil Nadu,Coimbatore,11.007454280730185,77.00483322202255,Streetlight Failure,Medium,In Progress,2025-11-18
824,Tamil Nadu,Coimbatore,10.994230477297295,76.9821838792683,Traffic Congestion,High,Open,2026-01-12
825,Tamil Nadu,Coimbatore,11.027008921618211,76.98052976700728,Public Transport Issue,Medium,In Progress,2026-02-10
826,Tamil Nadu,Coimbatore,10.979870592669085,76.98916529103795,Water Supply Issue,Low,Resolved,2025-12-11
827,Tamil Nadu,Coimbatore,10.996029470875262,76.96584705294792,Electricity Problem,High,In Progress,2025-03-27
828,Tamil Nadu,Coimbatore,11.022132374821723,76.94014422083038,Streetlight Failure,High,Resolved,2025-08-10
829,Tamil Nadu,Coimbatore,11.017801630722301,76.9371586235329,Garbage Collection,High,Open,2025-08-06
830,Tamil Nadu,Coimbatore,10.984698137736748,76.97056973588174,Electricity Problem,Low,Open,2025-04-17
831,Tamil Nadu,Coimbatore,10.990967232965454,76.97799517982129,Sewage Leakage,High,In Progress,2026-01-23
832,Tamil Nadu,Coimbatore,10.981397810941862,76.9164882291383,Electricity Problem,High,Open,2025-04-12
833,Tamil Nadu,Coimbatore,11.042081997130916,76.93390105738773,Public Transport Issue,Low,In Progress,2025-12-19
834,Tamil Nadu,Coimbatore,10.96926223945824,76.95620601954393,Road Damage,Medium,Open,2025-06-03
835,Tamil Nadu,Coimbatore,11.000407992081561,76.95481988997355,Traffic Congestion,High,Open,2025-11-16
836,Tamil Nadu,Coimbatore,11.025111124472243,76.92806422680219,Water Supply Issue,Medium,In Progress,2025-06-01
837,Tamil Nadu,Coimbatore,11.057882316562411,76.93151892182696,Public Transport Issue,Low,Resolved,2026-01-21
838,Tamil Nadu,Coimbatore,11.01517972765259,76.93089025739197,Water Supply Issue,Medium,Resolved,2025-05-23
839,Tamil Nadu,Coimbatore,10.995385641784758,76.9961160091215,Traffic Congestion,High,Open,2025-09-15
840,Tamil Nadu,Coimbatore,10.982852521382487,76.99503727729615,Public Transport Issue,Critical,Resolved,2025-08-16
841,Tamil Nadu,Coimbatore,11.05580143768063,76.98774008972349,Water Supply Issue,Critical,In Progress,2025-08-17
842,Tamil Nadu,Coimbatore,11.018853967015875,76.90687552555772,Road Damage,Low,In Progress,2025-10-02
843,Tamil Nadu,Coimbatore,11.04866535984495,76.92272758974394,Water Supply Issue,High,In Progress,2025-06-05
844,Tamil Nadu,Coimbatore,10.981031057760042,76.98697777272332,Garbage Collection,Medium,Open,2025-09-02
845,Tamil Nadu,Coimbatore,10.982027065066065,76.90772620543811,Public Transport Issue,Low,Resolved,2025-09-02
846,Tamil Nadu,Coimbatore,11.062118869555459,77.00547606624019,Public Transport Issue,Low,Open,2025-07-05
847,Tamil Nadu,Coimbatore,10.989583988208196,76.93292296438258,Traffic Congestion,Medium,Resolved,2026-01-09
848,Tamil Nadu,Madurai,9.898339985432402,78.1157893745758,Public Transport Issue,Low,In Progress,2026-01-23
849,Tamil Nadu,Madurai,9.950357884007465,78.14157711806283,Electricity Problem,Low,Resolved,2025-03-25
850,Tamil Nadu,Madurai,9.88481306565904,78.13780221880671,Sewage Leakage,Low,In Progress,2026-01-30
851,Tamil Nadu,Madurai,9.936060517578431,78.07462405133018,Public Transport Issue,Low,In Progress,2025-09-04
852,Tamil Nadu,Madurai,9.972164985004659,78.11750562177866,Streetlight Failure,Low,In Progress,2025-06-04
853,Tamil Nadu,Madurai,9.876978118173438,78.07113885972215,Sewage Leakage,Low,In Progress,2025-11-26
854,Tamil Nadu,Madurai,9.881209981570072,78.09450450249518,Water Supply Issue,Critical,Open,2025-10-11
855,Tamil Nadu,Madurai,9.94352320950364,78.07406290120143,Water Supply Issue,Medium,Resolved,2025-06-05
856,Tamil Nadu,Madurai,9.9454730357536,78.1622446763533,Garbage Collection,Critical,Resolved,2025-09-25
857,Tamil Nadu,Madurai,9.933994406616277,78.15929233833839,Traffic Congestion,High,Resolved,2025-05-07
858,Tamil Nadu,Madurai,9.89499410728217,78.13822131570431,Garbage Collection,Critical,In Progress,2025-11-25
859,Tamil Nadu,Madurai,9.886021228762031,78.14541422102411,Electricity Problem,High,In Progress,2025-06-27
860,Tamil Nadu,Madurai,9.955347130318206,78.08984694432056,Streetlight Failure,Low,Open,2025-11-22
861,Tamil Nadu,Madurai,9.930176669504975,78.15842980015026,Sewage Leakage,Low,In Progress,2026-01-20
862,Tamil Nadu,Madurai,9.935918907804224,78.07946849590516,Road Damage,Low,Open,2025-07-03
863,Tamil Nadu,Madurai,9.904284390949861,78.09709476399748,Water Supply Issue,Critical,In Progress,2026-03-09
864,Tamil Nadu,Madurai,9.969929739395496,78.13014419330874,Electricity Problem,Low,Open,2025-05-20
865,Tamil Nadu,Madurai,9.97342670001463,78.12778641698378,Electricity Problem,Medium,Resolved,2026-01-15
866,Tamil Nadu,Madurai,9.923455765884212,78.15810697764795,Sewage Leakage,Critical,Open,2025-07-25
867,Tamil Nadu,Madurai,9.89925711621187,78.14118196041048,Garbage Collection,High,In Progress,2025-06-25
868,Tamil Nadu,Madurai,9.967564345355163,78.1539357552645,Road Damage,Medium,In Progress,2025-11-07
869,Tamil Nadu,Madurai,9.92131864829309,78.07933225858564,Electricity Problem,High,Open,2025-07-31
870,Tamil Nadu,Madurai,9.904021958538204,78.12496087531319,Road Damage,Medium,Open,2025-09-04
871,Tamil Nadu,Madurai,9.89910686789371,78.16362568638091,Streetlight Failure,Medium,Open,2026-02-20
872,Tamil Nadu,Madurai,9.89890809896319,78.09767502722502,Public Transport Issue,Low,Resolved,2026-02-24
873,Tamil Nadu,Madurai,9.896935564020103,78.07830109405724,Electricity Problem,Low,Open,2025-05-31
874,Tamil Nadu,Madurai,9.947138468236114,78.09635852877446,Public Transport Issue,Critical,Resolved,2025-12-15
875,Tamil Nadu,Madurai,9.942426105854736,78.09364332186063,Traffic Congestion,High,Resolved,2025-10-02
876,Tamil Nadu,Madurai,9.946342464017482,78.0819588280346,Water Supply Issue,Critical,Resolved,2025-04-07
877,Tamil Nadu,Madurai,9.902680262365458,78.15967230615193,Garbage Collection,High,Resolved,2025-06-30
878,Tamil Nadu,Madurai,9.963891190965649,78.16217653640048,Water Supply Issue,High,Resolved,2025-11-22
879,Tamil Nadu,Madurai,9.902946855310141,78.07900735681295,Traffic Congestion,Medium,In Progress,2025-12-07
880,Tamil Nadu,Madurai,9.966842792659593,78.10769495830682,Public Transport Issue,Critical,Open,2025-05-23
881,Tamil Nadu,Madurai,9.891021990735752,78.16735959630003,Public Transport Issue,Low,In Progress,2025-07-07
882,Tamil Nadu,Madurai,9.93143409728833,78.09878283914475,Public Transport Issue,Low,Resolved,2025-05-08
883,Tamil Nadu,Madurai,9.921210243647092,78.10801533053011,Water Supply Issue,Low,In Progress,2025-12-10
884,Tamil Nadu,Madurai,9.916851077397501,78.08484990971044,Garbage Collection,Medium,Open,2025-11-14
885,Tamil Nadu,Madurai,9.974233905638823,78.16800774161278,Garbage Collection,Critical,In Progress,2025-11-30
886,Tamil Nadu,Madurai,9.89639294937359,78.07230698325525,Water Supply Issue,Low,Resolved,2025-07-12
887,Tamil Nadu,Madurai,9.891572709187814,78.10614247667993,Public Transport Issue,High,In Progress,2025-05-05
888,Tamil Nadu,Madurai,9.964583806967521,78.1244411666115,Water Supply Issue,Critical,In Progress,2025-03-31
889,Tamil Nadu,Madurai,9.92484534911725,78.13979026682668,Traffic Congestion,Medium,Resolved,2025-09-23
890,Tamil Nadu,Madurai,9.931468917475337,78.16419255053968,Public Transport Issue,Low,In Progress,2025-05-16
891,Tamil Nadu,Madurai,9.886618133930483,78.15988118417562,Public Transport Issue,Critical,Open,2025-05-13
892,Tamil Nadu,Madurai,9.880549379294319,78.12053513365537,Road Damage,High,Resolved,2025-10-17
893,Tamil Nadu,Madurai,9.878171347167509,78.1291372628837,Water Supply Issue,Low,Resolved,2025-12-05
894,Tamil Nadu,Madurai,9.892422900705938,78.12735562478326,Garbage Collection,Low,Open,2025-11-17
895,Tamil Nadu,Madurai,9.97426390928551,78.07403752809498,Water Supply Issue,High,Open,2025-11-15
896,Tamil Nadu,Madurai,9.959056162205359,78.16612907137862,Streetlight Failure,Low,In Progress,2026-03-09
897,Tamil Nadu,Madurai,9.919053546230026,78.09123059107321,Traffic Congestion,Medium,Open,2025-06-16
898,Tamil Nadu,Madurai,9.911926108869162,78.09650198313746,Water Supply Issue,Medium,Resolved,2025-11-14
899,Tamil Nadu,Madurai,9.8958287892902,78.15495409400889,Sewage Leakage,Low,Resolved,2025-07-11
900,Uttar Pradesh,Lucknow,26.871801816242,80.92933403137225,Water Supply Issue,High,In Progress,2025-06-04
901,Uttar Pradesh,Lucknow,26.801816846037664,80.92607357922682,Road Damage,Critical,Open,2025-09-02
902,Uttar Pradesh,Lucknow,26.84366253609035,80.93689710174765,Electricity Problem,High,In Progress,2025-07-21
903,Uttar Pradesh,Lucknow,26.883183654539515,80.90827738681901,Road Damage,Critical,Resolved,2025-03-15
904,Uttar Pradesh,Lucknow,26.847709597951756,80.91038104633456,Water Supply Issue,High,Open,2025-08-03
905,Uttar Pradesh,Lucknow,26.83739209940055,80.93056493555207,Water Supply Issue,Low,Resolved,2025-05-31
906,Uttar Pradesh,Lucknow,26.872654039184592,80.98209750620808,Road Damage,Low,In Progress,2025-10-11
907,Uttar Pradesh,Lucknow,26.850812188372903,80.91382678687525,Water Supply Issue,Low,Resolved,2025-09-30
908,Uttar Pradesh,Lucknow,26.88937878670836,80.95143198893882,Road Damage,Critical,In Progress,2025-12-18
909,Uttar Pradesh,Lucknow,26.80205165256137,80.90496166762915,Electricity Problem,High,Open,2026-02-07
910,Uttar Pradesh,Lucknow,26.85826177776557,80.89977262827844,Public Transport Issue,High,In Progress,2025-12-12
911,Uttar Pradesh,Lucknow,26.804417463157897,80.91969624503541,Traffic Congestion,Critical,In Progress,2026-02-26
912,Uttar Pradesh,Lucknow,26.82024894454413,80.91350029432789,Water Supply Issue,Low,Open,2025-06-26
913,Uttar Pradesh,Lucknow,26.868805562833888,80.90056510898096,Water Supply Issue,High,Open,2025-12-26
914,Uttar Pradesh,Lucknow,26.800519058433547,80.93057091580361,Water Supply Issue,Critical,Resolved,2025-11-22
915,Uttar Pradesh,Lucknow,26.825276497641806,80.97652907441808,Traffic Congestion,Critical,In Progress,2026-02-28
916,Uttar Pradesh,Lucknow,26.823902082417252,80.93474978506538,Streetlight Failure,Critical,Resolved,2026-02-16
917,Uttar Pradesh,Lucknow,26.80003405688626,80.97315302445408,Public Transport Issue,Critical,In Progress,2025-12-10
918,Uttar Pradesh,Lucknow,26.83023078638407,80.90549469109766,Garbage Collection,Low,Resolved,2025-04-04
919,Uttar Pradesh,Lucknow,26.797859761186132,80.89726770618175,Water Supply Issue,Low,Resolved,2025-06-20
920,Uttar Pradesh,Lucknow,26.87646494341666,80.91962979522926,Road Damage,Medium,Resolved,2025-10-28
921,Uttar Pradesh,Lucknow,26.81639316697758,80.94542625477362,Garbage Collection,Low,Open,2026-02-19
922,Uttar Pradesh,Lucknow,26.88891575914723,80.92980497656465,Electricity Problem,Low,Open,2025-11-28
923,Uttar Pradesh,Lucknow,26.799044222098235,80.9526602923809,Streetlight Failure,Low,Open,2025-10-09
924,Uttar Pradesh,Lucknow,26.86365715635978,80.93326872563271,Traffic Congestion,Medium,Open,2025-05-14
925,Uttar Pradesh,Lucknow,26.89531238721004,80.97770158407023,Traffic Congestion,Critical,In Progress,2026-01-09
926,Uttar Pradesh,Lucknow,26.854126583171954,80.9215947614101,Electricity Problem,Critical,Resolved,2025-07-10
927,Uttar Pradesh,Lucknow,26.818583936559605,80.95259184852998,Streetlight Failure,Low,Resolved,2025-11-11
928,Uttar Pradesh,Lucknow,26.89524453130699,80.92815745568295,Water Supply Issue,High,Resolved,2025-05-17
929,Uttar Pradesh,Lucknow,26.883033864219705,80.98469032750316,Road Damage,Critical,In Progress,2026-01-16
930,Uttar Pradesh,Lucknow,26.852126188541952,80.9924485568374,Electricity Problem,Medium,In Progress,2026-03-01
931,Uttar Pradesh,Lucknow,26.86743856040364,80.98847683051855,Road Damage,High,Resolved,2025-10-06
932,Uttar Pradesh,Lucknow,26.80303289267263,80.96925579918292,Traffic Congestion,High,In Progress,2026-01-09
933,Uttar Pradesh,Lucknow,26.81400727207054,80.98133082398301,Traffic Congestion,Medium,Open,2026-03-02
